"file","tags"
"00000IMG_00000_BURST20190407192601606_COVER.jpg"," No people or animals in this image. "
"00000IMG_00000_BURST20190407192604687_COVER.jpg"," No image provided. Please provide the image for me to analyze and generate the tags. "
"00000IMG_00000_BURST20190407192604880_COVER.jpg"," 0 people, 0 animals (type), 1 object (bench), outdoor location (park), no activities, neutral mood "
"00000IMG_00000_BURST20190407192606763_COVER.jpg"," 2 people, 0 animals (type), umbrella, beach, sunny, sitting, relaxed "
"00000IMG_00000_BURST20190407192611839_COVER.jpg"," 0 people, 0 animals, no objects, 0 location/setting, 0 activities, 0 mood "
"00000PORTRAIT_00000_BURST20181228104622914.jpg"," people (1), dogs (2), objects (10), location/setting (1), activities (1), mood (1) "
"00000PORTRAIT_00000_BURST20190407192558231.jpg"," No people, no animals, objects (table), location/setting (indoors), activities (eating), mood (neutral) "
"00100dPORTRAIT_00100_BURST20181228104622914_COVER.jpg"," 0 people, 0 animals, objects: 1 carrot, location/setting: kitchen, activities: cooking, mood: neutral "
"1371176149801.jpg"," people(1), objects (3), location/setting (1), activities (1), mood (1) "
"1402070803811.jpg"," No people, No animals, No objects, No location/setting, No activities, Neutral mood. "
"1／6／13 - 2-PANO.jpg"," 0 people, 0 animals, 0 objects, indoors, no activities or mood, "
"2015-01-19.jpg"," 0 people, 0 animals (type), 0 objects, outdoor setting with greenery, 0 activities, neutral mood, photo taken on January 19, 2015 at 7:34 PM in daytime. "
"2015-01-22.jpg"," 1 person, 0 animals, 1 object (bag), 1 location/setting (street), 1 activity (walking), 1 mood (happy) "
"2015-01-31.jpg"," 1 person, car, roadside, traveling, boredom "
"2015-05-13.jpg"," 1 person, cat, bowl, kitchen, sitting, relaxed "
"2015-07-11.jpg"," 1 person, 2 dogs, car, parking lot, walking dogs, relaxed "
"2015-08-01.jpg"," 1 person, no animals, chairs, table, outdoor cafe, socializing, relaxed "
"2015-09-11.jpg"," people (1), objects (10), location/setting (1), activities (1), mood (1) "
"2015-09-16.jpg"," 0 people, 0 animals, 0 objects, 0 location/setting, 0 activities, neutral mood. "
"2015-09-25.jpg"," people (count): 2 animals (type): cat objects: umbrella, hat, shoes location/setting: street, sidewalk activities: walking, standing mood: relaxed, leisurely "
"2015-10-02.jpg"," 0 people, 0 animals, 0 objects, indoor setting, resting, calm. "
"2015-10-08.jpg"," 1 person, car, road, daytime, driving, focused "
"2015-10-21.jpg"," 1 person, chair, patio, outdoor, relaxing, peaceful "
"2015-11-04.jpg"," 3 people, no animals, no objects, no location/setting, walking and talking, relaxed mood, "
"2015-11-05.jpg"," 3 people, car, road, driving, tired, boredom. "
"2015-11-07.jpg"," 2 people, no animals, no objects, outdoor, socializing, casual "
"2015-11-09.jpg"," No people, no animals, car, road, driving, neutral "
"2015-11-11.jpg"," 1 person, no animals or objects in sight, outdoor location (patio), relaxing or sitting, calm and relaxed mood, nighttime setting "
"2015-11-24.jpg"," 1 person, no animals, bench, park, sitting, relaxed "
"2015-12-08.jpg"," 1 person, no animals, no objects, no location/setting, sitting, relaxed mood "
"2015-12-10.jpg"," 2 people, 0 animals, 3 objects (hat, chair, backpack), outdoor location/setting, socializing, relaxed mood "
"2015-12-28.jpg"," 2 people, dogs, bench, park, sitting, relaxed "
"2015-12-31.jpg"," 0 people, 0 animals (type), 1 objects, 1 location/setting, 1 activities, 1 mood. "
"2016-01-12.jpg"," 1 person, no animals, outdoor, daytime, walking, casual "
"2016-01-14.jpg"," 0 people, 0 animals (type), 0 objects, indoors, resting, calm "
"2016-01-16.jpg"," 1 person, 0 animals, 0 objects, 0 location/setting, 0 activities, neutral mood "
"2016-01-17.jpg"," 0 people, 0 animals (type), 0 objects, outdoor setting, 0 activities, 0 mood "
"2016-01-22.jpg"," 0 people, 0 animals (type), 0 objects, 1 location/setting (outdoor), 1 activity (jogging), 1 mood (neutral) "
"2016-01-28.jpg"," 1 person, 1 dog, leash, park, walking, relaxed. "
"2016-02-02.jpg"," 0 people, no animals, no objects, indoor, sitting, relaxed "
"2016-02-04.jpg"," 3 people, no animals, car, street, walking, relaxed "
"2016-02-09.jpg"," people (1), animals (none), objects (roof), location/setting (outdoor), activities (none), mood (unknown). "
"2016-02-10.jpg"," 3 people, no animals, umbrella, outdoor market, shopping, relaxed "
"2016-03-11.jpg"," 1 person, 0 animals, 1 chair, indoor, studying, focused "
"2016-03-12.jpg"," 1 person, 0 animals, 0 objects, outdoor, walking, neutral "
"2016-03-30.jpg"," No people or animals visible in the image. Objects: buildings, trees, bushes, power lines, road, cars, street lights. Location/Setting: urban, residential neighborhood, street. Activities: driving, walking. Mood: ordinary "
"2016-03-31.jpg"," No people, no animals, no objects, unknown location/setting, no activities, neutral mood. "
"2016-04-01.jpg"," 1 person, 0 animals, 0 objects, outdoor location, sitting and talking, relaxed mood. "
"2016-04-12.jpg"," No people, no animals, no specific objects, no location/setting, no activities, neutral mood. "
"2016-04-13.jpg"," People (count): 0 Animals (type): 1, bird Objects: none Location/setting: indoors Activities: watching video Mood: relaxed, curious "
"2016-04-18.jpg"," 0 people, 0 animals (type), objects (car, tree, building), location/setting (street), activities (driving), mood (neutral) "
"20160811_203956.jpg"," 1 person, cat, house, kitchen, cooking, relaxed Note: Since there is only one person and one object in the image, I combined them into a single tag for each category. "
"20160811_214523.jpg"," 1 person, 0 animals, 0 objects, outdoor setting, relaxing by water, peaceful mood "
"20160811_214525.jpg"," 3 people, dog, car, road, walking, relaxed "
"20160811_214527.jpg"," 0 people, 0 animals, 1 object (house), outdoor location (front yard), no activities observed, calm mood "
"20160811_214529.jpg"," 0 people, 0 animals, 1 object (text on shirt), indoor setting, casual activity, neutral mood. "
"20160811_214533.jpg"," 0 people, 0 animals, 1 object, outdoor setting, daytime, resting. "
"20160811_214636.jpg"," 1 person, 0 animals, 0 objects, outdoor setting, walking, casual "
"20160811_214641.jpg"," 1 person, 0 animals, 1 object (book), location/setting unknown, activity reading, mood relaxed "
"20160811_214646.jpg"," 0 people, 1 cat, bed, room, reading, relaxed "
"20160811_215209.jpg"," 0 people, 0 animals (type), objects not clearly identifiable, location/setting unclear, activities unknown, mood neutral "
"20160812_111353.jpg"," 1 person, no animals, no objects, outside, sitting, relaxed. "
"20160812_111357.jpg"," 2 people, 0 animals, 0 objects, outdoor setting, walking and talking, relaxed mood "
"20160812_111401.jpg"," 1 person, outdoor, walking, clear sky, daytime, relaxed mood. "
"20160812_113021.jpg"," 0 people, 0 animals, blue sky, water, boat, leisurely, relaxing "
"20160812_113421.jpg"," 0 people, 0 animals, 0 objects, no location/setting, no activities, no mood. The image does not contain any visible elements that correspond to the given tags. It is an empty canvas with no content or discernable details. "
"20160812_113427.jpg"," person (count=1), dog (type=dog), bench (object), park (location/setting), resting (activity), calm "
"20160812_113432.jpg"," person, car, street, daytime, driving, focused "
"20160812_113446.jpg"," 1 person, 0 animals, car, street, sitting, relaxed "
"20160812_113744.jpg"," 1 person, no animals, multiple objects including a suitcase and a tie, indoor setting, possibly an office or a conference room, activities include working or preparing to travel, mood could be described as professional "
"20160812_113805_Richtone(HDR).jpg"," No people, no animals, objects not clearly identifiable, outdoor location/setting with water and greenery, possibly a park or lakeside, activities not discernible, mood neutral "
"20160812_113819_Richtone(HDR).jpg"," 2 people (count), cat (type), multiple objects, home setting, various activities, relaxed mood. "
"20160812_113832_Richtone(HDR).jpg"," 1 person, car, street, daytime, driving, relaxed "
"20160812_115038_Richtone(HDR).jpg"," 0 people, 0 animals, street lamp, urban, night, quiet "
"20160812_115045_Richtone(HDR).jpg"," 1 person (count), car (type), road (location/setting), driving (activity), casual (mood) "
"20160812_115102_Richtone(HDR).jpg"," 1 person, 1 dog, 2 cars, street, walking dog, casual. "
"20160812_115110_Richtone(HDR).jpg"," people (count): 1 animals (type): cat objects: camera, lens location/setting: studio, black background activities: taking photos mood: artistic, focused "
"20160812_115232_Richtone(HDR).jpg"," 0 people, 0 animals, 2 chairs, patio, eating, relaxed "
"20160812_115237_Richtone(HDR).jpg"," 2 people, 0 animals, 1 umbrella, outdoor setting with trees and grass, sitting on ground, socializing, relaxed mood. "
"20160812_115253_Richtone(HDR).jpg"," 4 people, cat, bench, park, walking, relaxed "
"20160812_115300_Richtone(HDR).jpg"," 2 people, 0 animals, 1 camera (visible in the lower right), outdoor (inferred by the presence of a natural setting), picnic table and trees (specific objects), park or similar open space (location/setting), socializing or spending time outdoors (activities), casual and relaxed mood (mood) "
"20160812_115336_Richtone(HDR).jpg"," 0 people, 0 animals, 0 objects, 1 location/setting (interior), 1 activity (eating), 1 mood (neutral) "
"20160812_120212_Richtone(HDR).jpg"," 2 people, car, highway, travel, daytime, relaxed "
"20160812_120223_Richtone(HDR).jpg"," 2 people, car, road, daytime, driving, relaxed "
"20160812_120949_Richtone(HDR).jpg"," No people or animals visible in this image. Objects: building, trees, sky. Location/setting: park or outdoor area with a clear sky and green foliage. Activities: flying kite. Mood: calm, leisurely. "
"20160812_120959_Richtone(HDR).jpg"," 2 people, objects (table), location/setting (indoor, possibly kitchen), activities (eating), mood (joyful) "
"20160812_121006_Richtone(HDR).jpg"," people: 1 animals: 0 objects: car, road, grass, trees, sky location/setting: roadside, daytime activities: driving, looking at roadside mood: neutral "
"20160812_121118_Richtone(HDR).jpg"," 0 people, 0 animals (type), 0 objects, no location/setting, no activities, neutral mood. "
"20160812_121207_Richtone(HDR).jpg"," There are no visible people, animals, or objects in this image. The location appears to be a rural setting with trees and a grassy area. The mood of the photo is serene. "
"20160812_122015_Richtone(HDR).jpg"," 1 person, 0 animals, chair, living room, relaxing, comfortable "
"20160812_122022_Richtone(HDR).jpg"," 3 people, 1 animal (cat), various objects (notebooks, books, chairs), indoor setting, working or studying, focused mood. "
"20160812_122028_Richtone(HDR).jpg"," 1 person, 1 dog, chair, outside, eating, relaxed "
"20160812_122341_Richtone(HDR).jpg"," 1 person, car, road, clear day, driving, focused "
"20160812_122351_Richtone(HDR).jpg"," 2 people, 0 animals, 4 objects (hats, umbrella, bottles, cups), location/setting (outdoor, sandy beach, shade), activities (sunbathing, drinking, socializing), mood (relaxed and leisurely) "
"20160812_122453_Richtone(HDR).jpg"," No people, no animals, no objects, no location/setting, no activities, neutral mood. "
"20160812_122511_Richtone(HDR).jpg"," 0 people, 0 animals, beach, clear sky, calm, relaxation "
"20160812_122532_Richtone(HDR).jpg"," 1 person, chair, outdoor, relaxed, reading, content "
"20160812_124543.jpg"," 0 people, 0 animals, no objects, no location/setting, no activities, neutral mood "
"20160812_124845.jpg"," 1 person, no animals, objects: tree, bench, street sign, building, time on street sign 11:35, location/setting: urban, activities: walking, mood: casual "
"20160812_124850.jpg"," No people No animals Objects: urn, flowers Location/setting: garden, outdoors Activities: none Mood: calm, peaceful "
"20160812_124908.jpg"," 3 people, 1 cat, 1 dog, bench, park, sitting, relaxing, casual "
"20160812_124914.jpg"," 0 people, 0 animals, 0 objects, outdoor location/setting, 0 activities, 0 mood "
"20160812_125003.jpg"," No people, No animals, No objects, No location/setting, No activities, No mood. Explanation: * The image has no visible human presence or any other form of animal life. Thus, there are no people or animals in the photo. * There is a car visible in the background, which can be considered an object. However, without more context, it's not possible to confidently identify any other objects in the image. * Similarly, without more information, I cannot confidently determine the location or setting of the photo. * There are no activities taking place in the image that can be definitively identified. * Finally, there is no clear indication of a mood in the photo, as it's an abstract concept that is subjective and depends on individual interpretation. Without more context, it's not possible to confidently determine the mood of the photo. "
"20160812_125110.jpg"," 2 people (count), car (object), road (location/setting), driving (activity), neutral (mood). "
"20160812_131108.jpg"," 1 person, 1 car, street, daytime, driving, focused "
"20160812_131118.jpg"," People (count): 0 Animals (type): cat Objects: wall, painting, vase Location/Setting: room, indoor Activities: sitting, reading Mood: relaxed, peaceful "
"20160812_131249.jpg"," 1 person, no animals, no objects, no specific location/setting, possibly at home or in an office, not engaged in any specific activity, mood: neutral or indifferent, 20160812\_131249.jpg "
"20160812_131451.jpg"," No people, animals (none), objects (none), location/setting (none), activities (none), mood (none) "
"20160812_131458.jpg"," No people, no animals, red car, street, stationary, waiting. "
"20160812_131621.jpg"," 1 person, dog, house, front yard, walking, relaxed "
"20160812_131626.jpg"," I'm sorry, but there is an error in the image you provided. Can you please check and provide the correct image? I would be happy to assist you with analyzing it once you have the correct file. "
"20160812_131638.jpg"," 0 people, 0 animals (type), objects, location/setting, activities, mood "
"20160812_131642.jpg"," 2 people, dog, beach, sunny, swimming, happy "
"20160812_134652.jpg"," 1 person, 0 animals, 2 objects (bench and backpack), outdoors, relaxing, casual, calm. "
"20160812_134707.jpg"," 0 people, 0 animals (type), 0 objects, city street, walking around, neutral "
"20160812_134713.jpg"," 1 person, chair, room, relaxing, reading book, calm (Note: This is just an example, and the tags may not be accurate or comprehensive without more context.) "
"20160812_134727.jpg"," 1 person, car, roadside, travel, rest, relaxed "
"20160812_134839.jpg"," 2 people, dog, house, backyard, sitting outside, relaxing, comfortable mood "
"20160812_135005.jpg"," No people, no animals, car, road, daytime, driving, focused "
"20160812_135305.jpg"," 2 people, 1 dog, carrot, house, outside, eating, bored "
"20160812_135310.jpg"," 1 person, 0 animals, 1 object, outdoor setting, walking, calm "
"20160812_160129.jpg"," 1 person, 1 dog, 1 car, on street, driving, relaxed "
"20160812_160134.jpg"," 0 people, 0 animals (type), 0 objects, indoor, reading a book, peaceful "
"20160812_182712.jpg"," 2 people, 0 animals, 0 objects, outdoor setting, socializing, relaxed mood "
"20160812_182818.jpg"," 1 person, 2 cats, 3 birds, 4 trees, park, sitting on bench, reading book, peaceful "
"20160812_183115.jpg"," 0 people, 0 animals, 0 objects, outdoor setting, no activities or moods, 20160812\_183115.jpg "
"20160812_183118.jpg"," 0 people, 0 animals, 0 objects, 0 location/setting, 0 activities, 0 mood "
"20160812_192006.jpg"," No people or animals visible in the image. Objects: * Chair * Table * Lamp * Book * Plant * Television Location/Setting: * Living room * Indoor * Evening Activities: * Sitting * Watching television Mood: * Relaxed "
"20160812_192017.jpg"," 1 person, 0 animals, 0 objects, outdoor setting (park), walking, relaxed mood. "
"20160812_202214.jpg"," 1 person, cat, bowl, kitchen, eating, relaxed 1. "
"2017-03-05-21-59-43.jpg"," 1 person, car, parking lot, walking, focused "
"2017-03-11-15-31-40.jpg"," 2 people, 0 animals (type), 0 objects, 0 location/setting, 0 activities, 0 mood "
"2017-03-13-13-09-55.jpg"," 2 people, cat, wall clock, living room, reading book, relaxed mood. "
"20170416_134706.jpg"," 1 person, no animals, umbrella, park, sitting, relaxed "
"341e6f76f013e5227d2826ede8c80566.jpg"," 1 person, car, road, overcast, driving, bored "
"35590.jpg"," 1 person, 0 animals, bench, outdoor setting, reading book, relaxed mood. "
"charger-fans.jpg"," No people, no animals, no objects, no location/setting, no activities, no mood. "
"charger-fans2.jpg"," 1 person, car, parking lot, waiting, bored "
"download_20181105_082053.jpg"," 0 people, 0 animals (type), 0 objects, outdoor (location/setting), none (activities), bright (mood) "
"IMAG0107_ZOE001.jpg"," 1 person, 0 animals, 1 object (phone), outdoor location (house), sitting on porch swing, bored, slightly overcast IMAG0107\_ZOE001.jpg "
"IMAG0107_ZOE002.jpg"," 0 people, 0 animals (type), 0 objects, unknown location/setting, 0 activities, neutral mood "
"IMAG0107_ZOE003.jpg"," 0 people, 0 animals (type), cars, street, driving, focused. "
"IMAG0107_ZOE004.jpg"," 1 person, no animals, no objects, city street, walking, neutral mood IMAG0107\_ZOE004.jpg "
"IMAG0107_ZOE005.jpg"," 0 people, 0 animals, 3 objects (trees, bushes, bench), outdoor location/setting (park), no activities visible, calm mood IMAG0107\_ZOE005.jpg "
"IMAG0107_ZOE006_SHOT.jpg"," 1 person, 0 animals, 0 objects, outdoor location, walking, calm mood "
"IMAG0107_ZOE007.jpg"," 1 person, 0 animals, 0 objects, indoors, reading, relaxed "
"IMAG0107_ZOE008.jpg"," 1 person, no animals, no objects, no location/setting, no activities, neutral mood "
"IMAG0107_ZOE009.jpg"," 0 people, no animals, chair, living room, relaxing, comfortable IMAG0107\_ZOE009.jpg "
"IMAG0107_ZOE010.jpg"," 2 people, 0 animals, 3 objects (watch, bag, bench), outdoor park setting, leisure activities (walking, sitting on bench), relaxed mood. "
"IMAG0107_ZOE011.jpg"," person (count: 1), object (type: umbrella), location/setting (beach), activities (relaxing), mood (happy) "
"IMAG0107_ZOE012.jpg"," 1 person, 0 animals, 3 objects (cups), 2 locations (outdoor and indoor), 1 activity (eating), 1 mood (happy) IMAG0107\_JANE024.jpg "
"IMAG0107_ZOE013.jpg"," person, building, "
"IMAG0107_ZOE014.jpg"," 1 person, 1 car, road, driving, alert, IMAG0107\_ZOE014.jpg "
"IMAG0107_ZOE015.jpg"," 1 person, 0 animals, 3 objects (book, bag, clock), indoor setting (room with windows), reading, relaxed "
"IMAG0107_ZOE016.jpg"," 0 people, 0 animals (type), objects: trees, grass, clouds, sky; location/setting: park; activities: none; mood: calm "
"IMAG0107_ZOE017.jpg"," 1 person, sitting, park, daytime, reading book, relaxed mood "
"IMAG0107_ZOE018.jpg"," 0 people, 0 animals (type), 1 objects (camera), 1 location/setting (house), 0 activities, 1 mood (happy), IMAG0107\_ZOE018.jpg "
"IMAG0107_ZOE019.jpg"," 0 people, 0 animals, 3 objects (book, scissors, pencil), indoor setting (home office), reading or studying, focused or concentrated "
"IMAG0107_ZOE020.jpg"," 1 person, car, street, daytime, driving, focused "
"IMAG0108.jpg"," 1 person, 1 animal (dog), 1 object (frisbee), outdoor location/setting (park or backyard), activity (playing frisbee), mood (happy) IMG0123.jpg "
"IMAG0110_ZOE001.jpg"," 2 people (count), 0 animals (type), objects: bench, phone, urn, building, location/setting: park, activities: sitting, taking a photo, mood: calm "
"IMAG0110_ZOE002.jpg"," 0 people, 0 animals, objects: urn, urn stand, location/setting: inside room, activities: none, mood: neutral IMAG0110\_ZOE002.jpg "
"IMAG0110_ZOE003.jpg"," 1 person, 1 object (clock), indoor, sitting, relaxed, bored "
"IMAG0110_ZOE004.jpg"," 1 person, 0 animals, 2 objects, indoors, sitting at table, relaxed, sad IMAG0110\_ZOE004.jpg "
"IMAG0110_ZOE005.jpg"," 1 person, 1 cat, books, living room, reading, relaxed IMAG0110\_ZOE005.jpg "
"IMAG0110_ZOE006_SHOT.jpg"," 1 person, 0 animals, 1 objects (glass), indoor (kitchen), cooking, relaxed mood "
"IMAG0110_ZOE007.jpg"," 1 person, 0 animals, 0 objects, outdoor setting, walking, relaxed mood. IMAG0110\_ZOE007.jpg "
"IMAG0110_ZOE008.jpg"," 1 person, outdoor furniture, outdoor setting, sitting, relaxed, sunny "
"IMAG0110_ZOE009.jpg"," 0 people, 0 animals (type), 1 object (bag), indoors (location/setting), none (activities), neutral (mood) IMAG0110\_ZOE009.jpg "
"IMAG0110_ZOE010.jpg"," 1 person, 1 dog, house, kitchen, eating dinner, cozy "
"IMAG0110_ZOE011.jpg"," 1 person, cat, books, living room, reading, relaxed "
"IMAG0110_ZOE012.jpg"," 1 person, computer, home office, working, focused, productive IMAG0110\_ZOE012.jpg "
"IMAG0110_ZOE013.jpg"," 0 people, 0 animals (type), 0 objects, 0 location/setting, 0 activities, 0 mood "
"IMAG0110_ZOE014.jpg"," 3 people, 1 dog, chair, bench, outdoor, walking, relaxed, pleasant "
"IMAG0110_ZOE015.jpg"," 1 person, 1 animal (cat), objects (book, table), location/setting (indoor), activities (reading), mood (calm) IMAG0110\_ZOE015.jpg "
"IMAG0110_ZOE016.jpg"," 1 person, 1 animal (horse), outdoor arena, clear sky, riding, focused IMAG0178\_SARA023.jpg "
"IMAG0110_ZOE017.jpg"," 0 people, 0 animals (type), 0 objects, 0 location/setting, 0 activities, 0 mood. "
"IMAG0110_ZOE018.jpg"," 1 person, chair, office, sitting, working, focused IMAG0110\_ZOE018.jpg "
"IMAG0110_ZOE019.jpg"," 1 person, 0 animals, 0 objects, 1 location/setting (room), 1 activity (sitting), neutral mood. The image is small and unclear, making it difficult to provide more specific details. IMAG0110\_ZOE019.jpg "
"IMAG0110_ZOE020.jpg"," 0 people, 0 animals (type), 0 objects, 0 location/settings, 0 activities, 0 mood "
"IMAG0111_ZOE001.jpg"," 1 person, no animals, no objects, outdoor, sitting on bench, relaxed mood, IMAG0111\_ZOE001.jpg "
"IMAG0111_ZOE002.jpg"," 1 person, dog, house, backyard, relaxing, calm "
"IMAG0111_ZOE003.jpg"," 1 person, 1 animal (dog), bench, outdoor, resting, relaxed "
"IMAG0111_ZOE004.jpg"," 1 person, 0 animals, 1 tree, 1 bench, outdoor area, sitting, relaxed IMAG0111\_ZOE004.jpg "
"IMAG0111_ZOE005.jpg"," 2 people, 0 animals, 2 cars, outdoor, driving, relaxed "
"IMAG0111_ZOE006_SHOT.jpg"," 1 person, 0 animals, 3 objects, outdoor location, walking, relaxed mood "
"IMAG0111_ZOE007.jpg"," 1 person, 1 dog, objects: fence, car, bench, trees, sky, activities: walking, mood: relaxed, daytime "
"IMAG0111_ZOE008.jpg"," 1 person, no animals, 0 objects, unknown location/setting, watching tv show, relaxed mood "
"IMAG0111_ZOE009.jpg"," people (count) 0, animals (type) 0, objects 0, location/setting 0, activities 0, mood 0 "
"IMAG0111_ZOE010.jpg"," 1 person, 1 animal (cat), 2 objects (book, pencil), indoors, reading and drawing, focused and creative mood. "
"IMAG0111_ZOE011.jpg"," 1 person, 0 animals, 0 objects, outdoor location, walking, relaxed mood IMAG0111\_ZOE011.jpg "
"IMAG0111_ZOE012.jpg"," 1 person, bench, park, sitting, reading, relaxed "
"IMAG0111_ZOE014.jpg"," 0 people, 0 animals, 1 object (book), indoors, reading, calm IMAG0111_ZOE014.jpg "
"IMAG0111_ZOE015.jpg"," 1 person, 1 animal (dog), park, sitting, resting, relaxed IMAG0111\_ZOE015.jpg "
"IMAG0111_ZOE016.jpg"," 0 people, 0 animals, buildings, city street, walking, neutral IMAG0111\_ZOE016.jpg "
"IMAG0111_ZOE017.jpg"," 1 person, 0 animals, 2 objects (bottle and book), indoors, reading, relaxed "
"IMAG0111_ZOE018.jpg"," 1 person, 0 animals, 0 objects, outdoor location, walking, neutral mood "
"IMAG0111_ZOE019.jpg"," 0 people, 0 animals, 0 objects, 0 location/setting, 0 activities, 0 mood IMAG0111\_ZOE019.jpg "
"IMAG0111_ZOE020.jpg"," 0 people, 0 animals (type), 0 objects, 0 location/setting, 0 activities, 0 mood IMAG0111\_ZOE020.jpg "
"IMAG0114_ZOE001.jpg"," 1 person, no animals, no objects, outdoor setting (street), walking, neutral mood IMAG0114\_ZOE001.jpg "
"IMAG0114_ZOE002.jpg"," 2 people, no animals or objects, no location/setting or activities given, mood not specified "
"IMAG0114_ZOE003.jpg"," 0 people, 0 animals (type), 0 objects, outdoor, leisurely, calm "
"IMAG0114_ZOE004.jpg"," 1 person, car, road, driving, bored "
"IMAG0114_ZOE005.jpg"," 0 people, 0 animals, bench, street, sitting, relaxed "
"IMAG0114_ZOE006_SHOT.jpg"," 0 people, 0 animals, chair, outdoor, sitting, relaxed IMAG0114\_ZOE006\_SHOT.jpg "
"IMAG0114_ZOE007.jpg"," 1 person, 0 animals, 1 object (bag), unknown location/setting, unknown activities, neutral mood "
